FACID,YR,LAT,LON,LLDESC,LLSRC,RDATUM,CDATE
60541,2024,40.596501,97.859615,40' NE of door,GPS-DIF,83,2000-06-20
60544,2024,40.525300,97.938150,"main entr,loc E sd Rd T or~100'N of Rd T&Hwy41 jct",GPS-WAAS,83,2006-01-21
60554,2024,40.174949,96.094329,south drive,DIG-DOQ,83,2013-12-13
60573,2024,40.179340,101.006905,east drive,GOOGLE,84,2016-06-16
60580,2024,40.809880,95.911230,"15'W of ctr of lg blue Ferrelgas tank,E of Hwy75",GPS-WAAS,83,2006-01-26
60603,2024,40.363090,99.170770,approximate location,DIG-DOQ,83,2008-12-01
60616,2024,40.481310,98.952290,drive/gate,DIG-DOQ,83,2016-02-08
60617,2024,40.506133,98.952007,north drive,GOOGLE,84,2016-06-16
60641,2024,40.811452,96.700030,first parking stall west of Centennial Mall,GOOGLE,84,2016-06-16
60651,2024,40.676440,95.845188,drive,DIG-DOQ,83,2014-05-29
60664,2024,42.751001,98.032715,"curb on Woodbine, 45' N of bulk LP tank",GPS-DIF,83,2001-07-31
60675,2024,40.254644,97.896339,drive,GPS-DIF,83,2000-06-20
60677,2024,41.130068,101.582104,"Hwy 30, 5' from the SW corner of bldg",GPS-DIF,83,2000-04-29
60684,2024,41.306231,96.052808,south drive on 90 St,ADDMAT,83,2016-06-16
60694,2024,41.306799,95.909431,east drive,GOOGLE,84,2016-06-16
60697,2024,41.249896,95.934516,west of facility,GOOGLE,84,2016-06-16
60711,2024,41.251456,95.925439,gate,GOOGLE,84,2016-06-16
60715,2024,41.149510,100.790910,drive,DIG-DOQ,83,2013-03-25
60758,2024,41.047440,103.155347,40' N of entrance,GPS-DIF,83,2000-04-29
60769,2024,42.006909,97.058464,"20' S of building in drive, tower removed",GPS-DIF,83,2001-06-18
60772,2024,41.032900,103.986970,drive,DIG-DOQ,83,2008-08-08
60781,2024,42.547684,99.864092,building,GOOGLE,84,2016-06-16
60783,2024,42.530010,98.977315,"15' E of entrance, south of Williams & Union St",GPS-DIF,83,2000-04-29
60787,2024,42.099810,102.870910,curb northeast corner of building,GPS-WAAS,83,2007-03-21
60794,2024,40.479492,99.127114,building,GOOGLE,84,2016-06-16
60808,2024,40.107366,99.368988,drive to 1001 N Highway 183,DIG-DOQ,83,2013-01-15
60820,2024,41.065085,96.331343,at gate to lagoons (#26 on gate),GPS-DIF,83,2000-04-29
60830,2024,40.769457,96.131378,drive,GOOGLE,84,2016-06-16
60844,2024,40.282768,96.746904,NE corner of lot 120' NE of building,GPS-DIF,83,2000-04-29
60856,2024,40.285847,96.744093,25' E of large propane tanks,GPS-DIF,83,2000-04-29
60875,2024,41.002912,97.730606,drive on Road 22,DIG-DOQ,84,2014-12-08
60876,2024,40.059620,101.534199,drive,GOOGLE,84,2016-06-21
60882,2024,41.363326,96.158047,building (city fire department),GOOGLE,84,2016-06-21
60885,2024,40.531756,99.643608,west drive to tanks,DIG-DOQ,83,2013-12-24
60892,2024,41.002480,102.230120,drive,DIG-DOQ,83,2008-02-08
60899,2024,41.539304,96.131344,40' E of door,GPS-DIF,83,2000-10-10
60900,2024,41.541870,96.100806,gate,GPS-DIF,83,2000-10-10
60911,2024,41.037733,100.243260,drive,GOOGLE,84,2021-02-01
60913,2024,41.919827,99.705973,north drive,GOOGLE,84,2016-06-22
60915,2024,41.932566,99.860499,drive,GOOGLE,84,2016-06-22
60922,2024,41.665051,103.098221,20' from middle of East side of bldg,GPS-DIF,83,2000-04-29
60925,2024,41.078774,103.317083,20' from West entrance,GPS-DIF,83,2000-04-29
60926,2024,41.178450,103.413250,gate,DIG-DOQ,84,2015-05-01
60927,2024,41.107870,103.396100,gate,DIG-DOQ,84,2015-05-01
60928,2024,41.039910,103.402320,gate,DIG-DOQ,84,2015-05-01
60929,2024,41.061420,103.489040,gate,DIG-DOQ,84,2015-05-01
60930,2024,41.077059,103.595579,gate,GOOGLE,84,2016-06-22
60931,2024,41.252306,103.262158,5' from front entrance,GPS-DIF,83,2000-04-29
60936,2024,40.485107,95.960464,by E tank,GPS-DIF,83,2000-04-29
60945,2024,41.400687,99.641656,W of building at curb,GPS-DIF,83,2000-04-29
60948,2024,41.091140,101.887050,5' from SE corner of bldg,GPS-DIF,83,2000-04-29
60957,2024,40.333451,97.566940,gate to propane tank yard,GPS-DIF,83,2000-06-20
60961,2024,42.335331,98.028338,"driveway, ammonia tank 500' ESE",GPS-DIF,83,2000-05-15
60971,2024,42.915624,98.841675,40' SW of bulk propane tank,GPS-DIF,83,2001-07-31
60973,2024,41.003721,98.540750,"W side of drive, S off One R Rd.",GPS-DIF,83,2001-07-31
60984,2024,41.107129,98.017149,westernmost drive to Pump & Pantry,GOOGLE,84,2016-06-22
60985,2024,41.114737,98.000196,25' W of door,GPS-DIF,83,2000-05-02
60987,2024,41.017874,96.700559,main entrance off 14th St (anhydrous ammonia fac),GPS-DIF,83,2009-09-25
60988,2024,42.830875,102.990452,NW corner of building,GPS-DIF,83,2001-08-16
60994,2024,42.827798,102.999830,10' S of front door,GPS-DIF,83,2001-02-28
60996,2024,41.148538,96.177158,drive,GOOGLE,84,2021-02-01
60997,2024,42.205147,98.727216,15' S of refueling shed,GPS-DIF,83,2000-04-29
61000,2024,41.091527,102.283963,drive,DIG-DOQ,83,2010-01-27
61013,2024,40.589757,98.392034,City Centroid,CITY,83,2008-06-09
61014,2024,40.601990,98.439500,drive,DIG-DOQ,83,2015-12-08
61019,2024,41.192795,97.299538,"NW cnr of intersection, 10' N of price sign",GPS-DIF,83,2009-09-25
61064,2024,41.285802,96.234022,north drive,GOOGLE,84,2016-06-22
61083,2024,42.684851,103.413105,10' W of front door,GPS-DIF,83,2001-08-16
61086,2024,41.714080,97.362924,drive,GPS-DIF,83,2000-08-09
61141,2024,40.394630,96.921900,20' S of door to Farmers Cooperative building,GPS-WAAS,83,2005-08-19
61149,2024,40.756550,98.380120,existing rough dirt drive to property,DIG-DOQ,83,2020-03-04
61164,2024,40.682987,97.995742,south drive,GOOGLE,84,2016-06-22
61173,2024,40.286210,96.129454,approximate southeast corner of property,DIG-DOQ,83,2014-02-12
61176,2024,41.090938,103.228413,30' N of entrance,GPS-DIF,83,2000-04-29
61252,2024,41.072735,95.972502,"50' S of LaPlatte Rd, E drive",GPS-DIF,83,2000-04-29
61258,2024,41.269645,96.190431,water well,UNKNOWN,83,2011-12-12
61334,2024,41.783032,98.682546,north side propane tank,GPS-DIF,83,2022-10-31
61340,2024,40.438222,98.108362,drive,GOOGLE,84,2016-06-22
61353,2024,40.051091,95.601938,40' S of door,GPS-DIF,83,2000-04-29
61417,2024,40.104642,98.952630,2nd drive north of the northwest corner Hwys136&10,DIG-DOQ,83,2011-08-25
61520,2024,41.394655,102.961713,gate,GOOGLE,84,2016-06-22
61521,2024,41.766263,99.376188,E of entrance gate,GPS-DIF,83,2000-04-29
61623,2024,41.235188,103.488638,40' W of W side of bldg,GPS-DIF,83,2000-04-29
61635,2024,41.137020,103.488880,gate,DIG-DOQ,84,2015-05-01
61638,2024,41.218736,103.491317,gate,GOOGLE,84,2016-06-22
61705,2024,41.360450,99.662510,20'S of E-W co rd on E sd N-S co rd at shop entr,GPS-WAAS,83,2009-09-25
61721,2024,41.213120,103.097960,drive,DIG-DOQ,83,2008-08-08
61738,2024,41.038842,103.896461,drive,GOOGLE,84,2016-06-22
61739,2024,41.134558,103.760956,gate,GOOGLE,84,2016-06-22
61740,2024,41.191510,103.585500,gate,GOOGLE,84,2016-06-22
61750,2024,42.236120,97.001820,drive,DIG-DOQ,83,2013-03-25
61829,2024,40.481344,96.952520,drive,DIG-DOQ,83,2012-12-06
61877,2024,42.848605,97.478793,drive into parking lot at dam,GOOGLE,84,2019-11-18
62027,2024,40.857971,96.776471,south drive to parking lot,GOOGLE,84,2016-06-22
62059,2024,40.813128,96.650344,building,GOOGLE,84,2016-06-22
62076,2024,40.813572,96.732831,"801 W O St entrance, 10' S of O St, Middle of Dr",DIG-DOQ,83,2010-01-21
62080,2024,40.825894,96.693655,drive,GOOGLE,84,2016-06-22
62097,2024,41.249718,102.913654,drive,GOOGLE,84,2016-06-22
62171,2024,41.269607,96.095018,east drive,DIG-DOQ,83,2014-06-06
62184,2024,41.253097,95.962058,site,GOOGLE,84,2016-06-22
62193,2024,41.253665,95.927777,drive to courtyard from 9 St,DIG-DOQ,84,2014-12-12
62250,2024,41.121226,103.663595,initial gate at highway,GOOGLE,84,2016-06-23
62252,2024,41.061613,103.702787,gate,GOOGLE,84,2016-06-23
62253,2024,41.361734,103.794471,gate,GOOGLE,84,2016-06-23
62258,2024,41.257204,95.932492,entrance to building (facility east of entrance),GOOGLE,84,2016-06-23
62289,2024,40.638456,97.576130,20' S of shed,GPS-DIF,83,2000-06-20
62291,2024,40.654616,97.301269,10' S of scale,GPS-DIF,83,2000-04-29
62292,2024,40.464640,98.344331,north drive,DIG-DOQ,83,2014-02-04
62328,2024,41.249067,96.058217,entrance,GOOGLE,84,2016-06-23
62329,2024,41.306216,96.323618,gate on Fort St,GOOGLE,84,2016-06-23
62330,2024,41.251266,95.923206,gate on Marcy St,GOOGLE,84,2021-05-11
62331,2024,41.277960,96.078890,driveway to substation and arboretum,DIG-DOQ,83,2013-06-17
62333,2024,41.244726,96.022960,gate on Pine St,GOOGLE,84,2016-06-23
62334,2024,41.274208,95.924340,easternmost gate on Seward St,GOOGLE,84,2016-06-23
62335,2024,41.220167,96.101223,south gate,GOOGLE,84,2016-06-23
62336,2024,41.251402,95.941012,north gate,GOOGLE,84,2016-06-23
62338,2024,41.248467,96.105638,gate,GOOGLE,84,2016-06-23
62345,2024,41.219698,96.138495,gate,GOOGLE,84,2016-06-23
62346,2024,41.248644,96.178037,gate on Pacific St,GOOGLE,84,2016-06-23
62351,2024,41.276999,96.138392,gate on 144 St,GOOGLE,84,2016-06-23
62352,2024,41.306109,96.235523,east gate,GOOGLE,84,2016-06-23
62353,2024,41.203951,96.195129,drive on 180 St,GOOGLE,84,2016-06-23
62354,2024,41.343138,96.004130,gate,GOOGLE,84,2016-06-23
62355,2024,41.248483,96.231853,drive,GOOGLE,84,2016-06-23
62356,2024,41.267388,95.947119,gate on 24 St,GOOGLE,84,2016-06-23
62373,2024,41.343094,95.962119,gate on 130 St,GOOGLE,84,2016-06-23
62374,2024,41.276828,95.975860,gate on 42 St,GOOGLE,84,2016-06-23
62378,2024,41.206570,95.952563,drive,GOOGLE,84,2016-06-23
62379,2024,41.296023,95.957607,west gate,GOOGLE,84,2016-06-23
62380,2024,41.219644,96.028359,gate,GOOGLE,84,2016-06-23
62382,2024,41.277701,96.026523,east gate,GOOGLE,84,2016-06-23
62383,2024,41.317320,96.004780,drive on Sorensen (SE Cnr 60th & Sorensen),DIG-DOQ,83,2008-02-25
62385,2024,41.219401,95.965066,gate,GOOGLE,84,2016-06-23
62386,2024,41.307495,96.040716,gate,GOOGLE,84,2016-06-23
62388,2024,41.306013,96.081640,gate,GOOGLE,84,2016-06-23
62389,2024,41.219658,96.060172,gate,GOOGLE,84,2016-06-23
62390,2024,41.190928,96.058841,drive/gate,GOOGLE,84,2016-06-23
62391,2024,41.321690,96.367922,drive/gate,GOOGLE,84,2016-06-23
62393,2024,41.545200,96.203570,south side Hwy 91 in driveway entrance to station,GPS-WAAS,83,2008-02-20
62395,2024,41.040692,96.353711,front gate,GPS-DIF,83,2000-04-29
62396,2024,41.088854,96.385209,Entrance off highway 63,GPS-DIF,83,2000-04-29
62397,2024,41.233552,96.377681,gate at NW corner of substation,GPS-DIF,83,2009-11-05
62398,2024,41.060287,96.621120,"County road, CR17 and A400",GPS-DIF,83,2000-04-29
62399,2024,41.379279,96.503249,"At driveway & county road W, 20' N of gate",GPS-DIF,83,2000-04-29
62400,2024,41.155829,96.033642,5'S of entrance gate,GPS-DIF,83,2000-04-29
62401,2024,41.176479,96.138157,10'S of S gate,GPS-DIF,83,2000-04-29
62402,2024,41.121978,95.975722,10'N of gate,GPS-DIF,83,2000-04-29
62403,2024,41.168849,96.090083,20' W of S end of metal gate,GPS-DIF,83,2000-04-29
62404,2024,41.125898,96.091092,15' E of gate,GPS-DIF,83,2000-04-29
62405,2024,41.125722,96.042784,"E side of road, sign 'Future Site of Substation'",GPS-DIF,83,2000-04-29
62406,2024,41.125545,96.198241,15' E of gate,GPS-DIF,83,2000-04-29
62407,2024,41.125641,96.253045,20'W of center of gate,GPS-DIF,83,2000-04-29
62409,2024,41.070194,95.975136,"15' E of gate, 1/4Mi. S of LaPlatte road & 41st St",GPS-DIF,83,2000-04-29
62411,2024,41.184095,95.957803,10'E & 5' S of N corner post of E gate,GPS-DIF,83,2000-04-29
62412,2024,41.103353,95.915715,175' E of gates,GPS-DIF,83,2000-04-29
62413,2024,41.183107,96.023500,5' W & 5'S of N end of entrance gate,GPS-DIF,83,2000-04-29
62414,2024,41.149565,95.907667,10' E of gate,GPS-DIF,83,2000-04-29
62460,2024,40.943941,95.938062,gate,GOOGLE,84,2016-05-16
62461,2024,40.871835,96.178770,E of fenced entrance,GPS-DIF,83,2000-04-29
62462,2024,40.812680,96.312710,"W side entrance drive off 286 St, 10' from gate",GPS-WAAS,83,2006-01-26
62463,2024,41.464966,96.508209,15'E of gate at SE corner,GPS-DIF,83,2000-04-29
62464,2024,41.444845,96.424861,gate,GPS-DIF,83,2000-10-10
62465,2024,40.479544,96.122694,drive,GOOGLE,84,2016-06-24
62466,2024,40.435908,96.220499,gate,GOOGLE,84,2016-06-24
62467,2024,40.421290,96.388030,entrance,DIG-DOQ,83,2009-02-09
62468,2024,40.480028,95.924481,gate,GOOGLE,84,2016-06-24
62469,2024,40.363879,95.923038,gate,GOOGLE,84,2016-06-24
62470,2024,40.479751,95.905557,gate (east entrance),GOOGLE,84,2016-06-24
62471,2024,40.465496,95.738847,gate,GOOGLE,84,2016-06-24
62472,2024,40.653434,96.180659,entrance gate,GPS-DIF,83,2000-04-29
62473,2024,40.595410,95.905470,drive,DIG-DOQ,83,2008-02-27
62474,2024,40.189441,96.256153,drive at gate,DIG-DOQ,83,2013-12-13
62475,2024,40.144916,95.671395,gate,GOOGLE,84,2016-06-24
62476,2024,40.174520,95.968480,drive,DIG-DOQ,83,2008-03-13
62477,2024,40.174740,95.927304,south gate,GOOGLE,84,2016-06-24
62478,2024,40.055589,95.608755,gate,GPS-DIF,83,2000-04-29
62502,2024,40.848981,96.734089,east drive,GOOGLE,84,2016-06-24
62504,2024,40.666705,95.878428,entrance,GPS-DIF,83,2013-07-01
62508,2024,41.226422,96.502760,entrance to plant on E side of road,GPS-DIF,83,2000-04-29
62575,2024,40.567922,98.307253,"Drive on J St, 100 yrds SW of office",GPS-DIF,83,2014-03-26
62576,2024,42.103500,102.907180,at gate north side,GPS-WAAS,83,2007-03-21
62577,2024,42.549807,99.857554,center drive on Hwy 20,GOOGLE,84,2016-06-24
62579,2024,41.006514,96.158507,drive to terminal & truck lodading silos,GOOGLE,84,2016-06-24
62586,2024,41.162516,102.992639,drive,DIG-DOQ,83,2014-07-01
62587,2024,41.852839,96.713782,"20' N of office, across scale",GPS-DIF,83,2001-06-18
62588,2024,42.847134,102.998590,10' E of main gate,GPS-DIF,83,2001-08-16
62592,2024,41.303549,96.051647,building,GOOGLE,84,2016-06-24
62593,2024,41.381520,96.252610,main gate entr to Pheasant Point LF 13505 N 216th,GPS-WAAS,83,2006-01-26
62595,2024,41.219810,96.019750,east drive,DIG-DOQ,84,2013-05-07
62601,2024,40.632840,97.633889,drive,GOOGLE,84,2016-06-24
62602,2024,40.363175,96.539694,drive on S 134th St,GOOGLE,84,2016-06-24
62604,2024,41.779144,99.139824,W end of facility by gas pumps on 11th,GPS-DIF,83,2000-04-29
62605,2024,40.590440,99.861596,drive on Hwy 283/Smith Ave,GOOGLE,84,2016-06-24
62606,2024,40.841661,98.531245,N. side of drive off Schauppsville Rd.,GPS-DIF,83,2001-07-31
62609,2024,41.104896,101.710782,gate,GOOGLE,84,2016-06-24
62610,2024,41.148854,103.625633,gate,GOOGLE,84,2016-06-24
62612,2024,41.821905,97.465286,40' east of large fuel tanks,GPS-DIF,83,2012-10-02
62616,2024,41.670162,103.108802,drive,GOOGLE,84,2016-06-24
62617,2024,41.696213,103.129990,15' from NW end of bldg,GPS-DIF,83,2000-04-29
62623,2024,41.819580,103.944500,"110'W of gate to main subst entr,E side Stegall Rd",GPS-WAAS,83,2009-09-25
62624,2024,41.286560,98.986548,drive to airport on Hwy 58,DIG-DOQ,83,2008-03-05
62637,2024,40.117778,97.160652,latest site,DIG-DOQ,83,2013-05-08
62638,2024,40.568021,99.632739,drive,DIG-DOQ,83,2014-05-29
62640,2024,41.484266,100.510727,20' S of tank,GPS-DIF,83,2000-04-29
62672,2024,41.511090,103.494390,drive,DIG-DOQ,84,2015-05-14
62673,2024,41.482880,103.580550,drive,DIG-DOQ,84,2015-05-14
62674,2024,41.464160,103.427430,drive,DIG-DOQ,84,2015-05-14
62675,2024,41.684910,103.675340,drive,DIG-DOQ,84,2015-05-14
62676,2024,41.509289,103.994730,drive,GOOGLE,84,2017-01-30
62677,2024,41.646760,103.521310,drive,DIG-DOQ,84,2015-05-14
62678,2024,41.583340,103.552300,drive,DIG-DOQ,84,2015-05-14
62679,2024,41.516860,103.657830,drive,DIG-DOQ,84,2014-12-05
62680,2024,41.486690,103.792740,drive,DIG-DOQ,84,2015-05-14
62681,2024,41.581950,103.803030,drive,DIG-DOQ,84,2015-05-14
62682,2024,41.640350,103.751190,drive,DIG-DOQ,84,2015-05-14
62737,2024,41.176891,103.839484,gate,GOOGLE,84,2016-06-28
62738,2024,41.343138,103.987662,gate,GOOGLE,84,2016-06-28
62739,2024,41.389810,103.896830,Quarter Section Centroid,LEGAL,83,2005-01-28
62740,2024,41.258081,103.893018,gate,GOOGLE,84,2016-06-28
62741,2024,41.278744,103.977898,gate,GOOGLE,84,2016-06-28
62742,2024,41.323157,103.893699,gate,GOOGLE,84,2016-06-28
62743,2024,41.262141,97.042200,"S of intersection, R & landfill roads",GPS-DIF,83,2000-04-29
62744,2024,42.469730,96.610490,~10'SW of Hwy 20 along W side of entrance drive,GPS-WAAS,83,2006-06-16
62756,2024,40.917120,100.157300,entrance off Cottonwood Dr,GPS-WAAS,83,2007-04-26
62779,2024,41.786403,97.094431,gate,GOOGLE,83,2014-07-22
62910,2024,41.322545,95.934654,drive,GOOGLE,84,2016-06-28
62947,2024,42.476599,96.393644,gate,GPS-DIF,83,2001-06-18
63167,2024,40.046266,95.590138,15' NW of door,GPS-DIF,83,2000-04-29
63218,2024,40.870282,98.036052,S entrance,GPS-DIF,83,2000-08-14
63279,2024,41.197700,97.867011,"SE corner of facility, 23rd road",GPS-DIF,83,2000-05-02
63354,2024,40.986900,101.814930,scale office,GPS-WAAS,83,2006-01-05
63386,2024,40.877590,96.624430,drive,DIG-DOQ,83,2011-08-19
63415,2024,40.622900,96.971700,portable plant location (1320 W 11 St Crete),UNKNOWN,83,2016-02-10
63416,2024,42.644496,103.352832,50' S of entrance to office,GPS-DIF,83,2001-01-16
63462,2024,41.219146,95.962414,plant,GOOGLE,84,2016-06-28
63464,2024,41.267037,95.948109,sidewalk to building entrance,GOOGLE,84,2016-06-28
63506,2024,41.419883,96.489962,40'W of W door,GPS-DIF,83,2000-04-29
63512,2024,42.583763,99.108589,15' S of fuel tank,GPS-DIF,83,2000-04-29
63518,2024,41.287334,99.926375,"8' SE of scale, 15' S of office",GPS-DIF,83,2000-04-29
63589,2024,40.909633,98.386962,10 yards S of entry,GPS-DIF,83,2001-07-31
63608,2024,40.912360,98.263820,driveway,DIG-DOQ,83,2009-12-31
63650,2024,41.438152,97.305623,Main driveway entrance,GPS-DIF,83,2013-07-01
63738,2024,40.761719,96.702219,drive,DIG-DOQ,83,2013-03-26
63742,2024,40.819860,96.722360,front entrance to building,DIG-DOQ,83,2013-09-12
63796,2024,40.841284,96.743944,gate,GOOGLE,84,2016-06-28
63884,2024,40.934207,98.386037,20 yds E of entrance,GPS-DIF,83,2001-07-31
63887,2024,41.288120,96.048030,south entrance drive,GPS-WAAS,83,2010-04-02
63889,2024,41.431573,97.291983,"35' SE of main entrance, E side",GPS-DIF,83,2000-08-09
63904,2024,41.226572,103.003428,10' N from NE corner of bldg,GPS-DIF,83,2000-04-29
63911,2024,40.567641,98.278358,6698 E J St,UNKNOWN,,2003-04-15
63915,2024,41.823393,96.702417,E side gate to facility,GPS-DIF,83,2001-06-18
63935,2024,40.895724,97.589661,"80' W of middle doors, W side",GPS-DIF,83,2000-08-09
63972,2024,41.437580,97.387285,"30' SW of office door, W side",GPS-DIF,83,2000-08-09
63997,2024,40.305252,99.908848,propane,GOOGLE,84,2016-06-28
64011,2024,40.763909,96.694535,southernmost drive at 4700 S 19 St,GOOGLE,84,2021-06-30
64153,2024,42.515583,98.953993,60' E of office door,GPS-DIF,83,2000-04-29
64164,2024,40.850710,96.731640,parking lot directly in front of the main entrance,GPS-WAAS,83,2006-12-14
64181,2024,40.871950,96.633960,"parking lot in front of entrance, SW cnr of bldg",GPS-WAAS,83,2006-01-11
64187,2024,41.124469,101.725018,10' N from NE corner of bldg,GPS-DIF,83,2000-04-29
64258,2024,41.531330,96.100070,front door of PGLA-1 Co (now N bldg Purac America),GPS-WAAS,83,2013-08-09
64264,2024,40.853640,96.741270,drive,GOOGLE,84,2022-01-27
64267,2024,42.431250,96.418410,"~20' south of 164 St, east side of parking lot",GPS-WAAS,83,2005-09-21
64277,2024,42.415210,96.428380,south side Broadway Street at entrance gate,GPS-WAAS,83,2006-06-16
64294,2024,40.583800,98.416150,south drive at gate,DIG-DOQ,83,2015-12-08
64342,2024,40.833495,96.672632,parking,GOOGLE,84,2016-06-28
64360,2024,41.360200,99.725133,"3.7 miles west of Berwyn, NE - crossover switch",UNKNOWN,83,2013-02-07
64383,2024,42.499156,97.534499,"30' NE of selfserve pumps, drive",GPS-DIF,83,2001-07-31
64389,2024,41.164486,96.142669,parking lot,GOOGLE,84,2025-02-07
64396,2024,40.635730,97.603450,front gate,GPS-WAAS,83,2005-08-22
64401,2024,41.537890,96.097690,front door,GPS-WAAS,83,2005-10-01
64416,2024,40.745907,98.855416,NE corner of property,GPS-DIF,83,2009-09-24
64419,2024,40.704641,99.042709,15 ft South of office entry,GPS-DIF,83,2001-07-31
64422,2024,40.699408,99.059047,west of west drive,GPS-DIF,83,2016-07-01
64423,2024,40.780160,98.732114,SE of tank,GPS-DIF,83,2001-07-31
64427,2024,40.839292,96.296677,west drive,GOOGLE,84,2016-07-01
64450,2024,41.822992,96.748630,"S drive, 30' E of tank",GPS-DIF,83,2001-06-18
64479,2024,40.725990,96.179510,gate,DIG-DOQ,84,2015-07-02
64526,2024,41.679070,103.469520,site,UNKNOWN,84,2016-07-01
64530,2024,41.439760,103.501100,site,UNKNOWN,83,2013-08-14
64533,2024,41.628670,103.572400,site,UNKNOWN,83,2012-03-06
64534,2024,41.667720,103.645220,site,UNKNOWN,84,2016-07-01
64548,2024,41.642770,103.713150,site,UNKNOWN,84,2016-07-01
64551,2024,41.639420,103.707530,site,UNKNOWN,84,2016-07-01
64556,2024,41.589390,103.777333,drive,GOOGLE,84,2017-01-25
64558,2024,41.507730,103.632580,site,UNKNOWN,84,2017-01-25
64562,2024,41.476950,103.797370,Quarter Section Centroid,LEGAL,83,2005-01-28
64563,2024,41.556590,103.700350,Quarter Section Centroid,LEGAL,83,2005-01-28
64565,2024,41.528975,103.776277,well,DIG-DOQ,83,2014-02-13
64568,2024,41.447830,103.864880,Quarter Section Centroid,LEGAL,83,2005-01-28
64571,2024,41.418640,104.017510,Quarter Section Centroid,LEGAL,83,2005-01-28
64579,2024,41.096550,103.358950,site,UNKNOWN,84,2017-01-25
64580,2024,41.100520,103.383150,site,UNKNOWN,84,2017-01-25
64585,2024,41.127290,103.173850,Section Centroid,LEGAL,83,2005-01-28
64589,2024,41.423920,103.015070,drive,DIG-DOQ,83,2015-10-08
64634,2024,40.562667,98.402615,"Parking, 10' E of entrance",GPS-DIF,83,2001-07-31
64734,2024,40.580180,98.222630,northeast entrance to main gate,GPS-WAAS,83,2006-03-17
64738,2024,42.092040,102.842040,drive,DIG-DOQ,83,2013-03-26
64787,2024,41.144120,102.997630,building,DIG-DOQ,83,2012-10-09
64794,2024,41.269420,103.294650,Quarter Section Centroid,LEGAL,83,2005-01-28
64795,2024,41.210570,103.064440,Quarter Section Centroid,LEGAL,83,2005-01-28
64796,2024,41.138106,103.102734,oil well,GOOGLE,84,2017-09-07
64797,2024,40.153180,100.315610,Section Centroid,LEGAL,83,2005-01-28
64798,2024,40.026100,100.338600,Quarter Section Centroid,LEGAL,83,2005-01-28
64804,2024,40.127470,100.329360,Quarter Section Centroid,LEGAL,83,2005-01-28
64805,2024,40.008810,100.202700,Section Centroid,LEGAL,83,2005-01-28
64806,2024,40.120240,100.338740,Quarter Section Centroid,LEGAL,83,2005-01-28
64808,2024,40.018260,100.207410,Quarter Section Centroid,LEGAL,83,2005-01-28
64809,2024,40.134780,100.319910,Quarter Section Centroid,LEGAL,83,2005-01-28
64810,2024,40.032820,100.160110,Quarter Section Centroid,LEGAL,83,2005-01-28
64811,2024,40.038100,100.158350,site,GOOGLE,84,2018-03-06
64812,2024,40.031010,100.167770,site of Orvis 1-20,UNKNOWN,83,2018-03-06
64813,2024,40.038380,100.154060,site,UNKNOWN,83,2018-03-06
64814,2024,40.027280,100.162870,site,GOOGLE,84,2018-03-08
64815,2024,41.275640,103.638250,Quarter Section Centroid,LEGAL,83,2005-01-28
64820,2024,41.745270,103.764960,Quarter Section Centroid,LEGAL,83,2005-01-28
64821,2024,41.195090,103.849470,Quarter Section Centroid,LEGAL,83,2005-01-28
64822,2024,41.067400,103.835200,drive,DIG-DOQ,83,2013-08-15
64823,2024,41.144570,103.944860,Quarter Section Centroid,LEGAL,83,2005-01-28
64824,2024,41.558670,103.304830,Quarter Section Centroid,LEGAL,83,2005-01-28
64827,2024,41.384730,103.025550,Quarter Section Centroid,LEGAL,83,2005-01-28
64829,2024,41.375680,103.236350,Quarter Section Centroid,LEGAL,83,2005-01-28
64831,2024,41.206910,102.996600,drive,DIG-DOQ,83,2013-08-07
64833,2024,41.254430,102.825360,Quarter Section Centroid,LEGAL,83,2005-01-28
64837,2024,41.422430,102.272600,approximate location,GOOGLE,84,2024-01-18
64840,2024,40.013950,100.186880,one well on unit,UNKNOWN,83,2016-09-27
64850,2024,40.319150,101.189050,Bishop Unit 4-17,UNKNOWN,83,2015-03-23
64851,2024,40.237910,101.064090,Quarter Section Centroid,LEGAL,83,2005-01-28
64852,2024,40.020530,101.092680,Quarter Section Centroid,LEGAL,83,2005-01-28
64853,2024,40.294260,101.147070,site,UNKNOWN,83,2015-03-23
64854,2024,40.113320,100.696550,drive,DIG-DOQ,83,2013-10-11
64855,2024,40.252330,101.139300,Quarter Section Centroid,LEGAL,83,2005-01-28
64856,2024,40.190680,101.542550,Shafer 2,UNKNOWN,83,2016-02-09
64857,2024,40.164590,101.537980,Southwick Unit 2-1,UNKNOWN,83,2016-02-09
64858,2024,40.146817,101.509167,State of Nebraska 10-16,UNKNOWN,83,2016-02-09
64862,2024,41.782663,99.134592,15'S of door,GPS-DIF,83,2000-04-29
64868,2024,41.150652,96.028644,120' NW of entrance,GPS-DIF,83,2009-09-25
64879,2024,41.443620,97.416570,drive,DIG-DOQ,83,2013-05-08
64883,2024,41.224020,103.763210,Quarter Section Centroid,LEGAL,83,2005-01-28
64884,2024,41.232250,103.581500,Quarter Section Centroid,LEGAL,83,2005-01-28
64885,2024,41.239490,103.590830,Quarter Section Centroid,LEGAL,83,2005-01-28
64894,2024,41.210300,103.715580,Quarter Section Centroid,LEGAL,83,2005-01-28
